c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49
1.0,0.2532128459727821,0.022461246440999685,0.5261125252347933,0.0036940460669274227,0.002196577273621402,0.32492368702548985,0.18450359031689384,0.4566552610885597,0.004805491990846682,0.014535954717486687,0.5915794545113889,0.0013625789298770355,0.011705124765226723,0.011961242900100234,0.001171587333467229,0.0014652014652014652,0.002883468116134164,0.007427413909520594,0.6317868860034195,0.0011346949672940863,0.02044907778668805,0.00040156610782049993,0.5101469704193529,0.0011348085844931745,0.5345947964645836,0.01367796439706326,0.0010347820281727752,0.004754207473614149,0.0013990206855201358,0.23811800226443577,6.691201070592172e-05,0.0031198141387321606,0.4940001919938562,0.0011701380762930026,0.5172559813677747,0.0060967741935483875,0.0005353856449723942,0.009387946010958171,0.016173319046343424,0.27316350873344486,0.011338930327457605,0.0019215737363210005,0.04339527875439478,0.001296585657767878,0.0034097954122752636,0.3966888531129106,0.0010994502748625688,0.0020003333888981498,0.5673702376211337
0.2532128459727821,1.0,0.02414157930172165,0.34436025527642994,0.003110173958882446,0.0017987698735058605,0.6899941380709744,0.47826394538573097,0.37546690572239655,0.006349939386942216,0.025042239922761285,0.3428463373479956,0.0007136485280999108,0.015111378687537627,0.01914191419141914,0.00048201482195577515,0.0008355216042014801,0.003254437869822485,0.008065871282137456,0.24234411911315315,0.00041948822436627315,0.0349465593851327,0.0004824217572212507,0.33369915785701487,0.000419563653800048,0.39131811508679004,0.02394630223135998,0.0008998200359928015,0.00524561499371619,0.0007763047892033919,0.758497404251151,6.028817748839453e-05,0.0035587188612099642,0.1705648600097984,0.000480942647589275,0.34296826456171037,0.007435363037233144,0.0006028817748839453,0.015677558865929843,0.027119869824624842,0.7834185733512786,0.01963145850897266,0.0013191098875888964,0.06158967956720766,0.0006546450038683568,0.003262471058724479,0.513540892820963,0.001076168838933397,0.001554559043348281,0.3865862163063582
0.022461246440999685,0.02414157930172165,1.0,0.017745803357314148,0.15234550471667843,0.04890529861381008,0.02413570001969113,0.016983016983016984,0.0191164295928351,0.05800569063631661,0.014987244897959183,0.020783807647897848,0.01848859008339259,0.00554069545280856,0.016546348942694692,0.0062840114019175955,0.01657816345033027,0.028958279346981083,0.4546608287327876,0.018578542326844725,0.01126359399274987,0.02290849259587394,0.005311912936451383,0.01789475516563093,0.011855402954133195,0.019786811669256,0.01122091169907555,0.010811860675903147,0.12186751278896588,0.01626068929774553,0.02203509183733349,0.005182689816014512,0.02602615563900039,0.01964093414983043,0.008681005441824307,0.017405512929809606,0.08639183251486172,0.005765742420316144,0.015452680174403693,0.014224931733028513,0.025038372985418264,0.014520565470479115,0.058591731266149874,0.018507281553398057,0.019823788546255508,0.15198463508322663,0.02155182478343101,0.01528893495724281,0.015282004791815062,0.02063716975957583
0.5261125252347933,0.34436025527642994,0.017745803357314148,1.0,0.0024672028088155054,0.0015334767876134649,0.4640540214638852,0.29256704371508657,0.6722932651321398,0.0029847064627528366,0.011011388490836414,0.6704463382926477,0.0008995727029660911,0.008655176751792679,0.008932155760738658,0.000778855333902819,0.0009509509509509509,0.00201984938407062,0.005172303697239309,0.6281152097018696,0.000752030482302216,0.015203974108083697,0.0002511994775050868,0.748816868080791,0.0007520870415402743,0.7719697907638975,0.010237963475373547,0.000727108614983452,0.003398900781024009,0.0009762691498948633,0.3561992569148204,5.023358617571708e-05,0.0021716881755323133,0.3809119095959834,0.0007781319812244284,0.8486778001858104,0.003808872720169934,0.0003516616010650323,0.00692406111236547,0.011757907695399845,0.36770701873604505,0.008538422903063787,0.0013043264261455923,0.03254586579542599,0.0008498300339932014,0.0024650391087935528,0.5835524631745515,0.0008513195452952075,0.0013776174731990783,0.7070327004480531
0.0036940460669274227,0.003110173958882446,0.15234550471667843,0.0024672028088155054,1.0,0.22131147540983606,0.0031171271190059352,0.002343186733958183,0.0025763799431251975,0.21637839745852452,0.02494021182097711,0.0035247512399014316,0.08937476026083621,0.0034916201117318434,0.04279749478079332,0.03847679492264974,0.07368827160493827,0.15892229597813354,0.287000128584287,0.003403644446502582,0.05453837164004675,0.042682926829268296,0.015996878657822865,0.002199736031676199,0.05378020265003897,0.0032422958960128525,0.012719147473358542,0.048989113530326596,0.4130086510733739,0.06903200925568839,0.002699117068484377,0.030915576694411414,0.09033457249070632,0.0031569542340911345,0.0531535105117017,0.002440071394681548,0.40569780021637214,0.025540275049115914,0.03837953091684435,0.024472008045591687,0.003197232559358457,0.03733709052483269,0.26669098869025903,0.013089005235602094,0.09361702127659574,0.36312399355877617,0.0030251772818944765,0.06612529002320186,0.06800618238021638,0.0032869785082174463
0.002196577273621402,0.0017987698735058605,0.04890529861381008,0.0015334767876134649,0.22131147540983606,1.0,0.0016134236850596966,0.0013073403314492252,0.0014710731224795192,0.5207956600361664,0.05641025641025641,0.0021091484313208544,0.2917166866746699,0.007259528130671506,0.14804469273743018,0.06086956521739131,0.24572127139364303,0.3002159827213823,0.10021350413664265,0.002217936354869817,0.17434620174346202,0.09271523178807947,0.09947643979057591,0.0012574015225989346,0.24174372523117568,0.0019373289461545558,0.02693310165073849,0.1913265306122449,0.28011611030478956,0.2759493670886076,0.0014409937888198757,0.052830188679245285,0.35772357723577236,0.002178649237472767,0.11375,0.0016221553507617078,0.3100061387354205,0.09302325581395349,0.130859375,0.048701298701298704,0.0016140189070786258,0.0746132848043676,0.49170305676855897,0.010071942446043165,0.39501312335958005,0.29038536395484627,0.0016193495038588754,0.24592220828105396,0.2755102040816326,0.0020388381964637856
0.32492368702548985,0.6899941380709744,0.02413570001969113,0.4640540214638852,0.0031171271190059352,0.0016134236850596966,1.0,0.469112275686835,0.5167428861788618,0.005510653930933138,0.02016550936935223,0.419653373716978,0.0006580184245158864,0.016009148084619784,0.015579126811251065,0.0005699088145896656,0.000895634958046573,0.002950128775462421,0.008076228259714498,0.3135337386793656,0.0005201929442920647,0.027998862990335417,0.000380119737717381,0.4547396650076135,0.0005202667549543584,0.5050600074118419,0.019245426829268292,0.000946611132146914,0.004614370468029005,0.0009433072351664937,0.6830519074421514,4.750593824228028e-05,0.0031431788328016514,0.21664432371410428,0.0005689091167685962,0.4627098516776492,0.007256501554964619,0.0007127583749109052,0.01279499573500142,0.022002566174024615,0.7581852198316184,0.016099924012158054,0.0011874314943368651,0.05696831936354596,0.0006584207308470112,0.003240523600392274,0.70353599944696,0.0009912206173888418,0.0014161631419939576,0.4838442664144027
0.18450359031689384,0.47826394538573097,0.016983016983016984,0.29256704371508657,0.002343186733958183,0.0013073403314492252,0.469112275686835,1.0,0.3763949512976541,0.004214720870531438,0.016051427669979492,0.22822903391687346,0.0004689148528779649,0.009529434928135459,0.01241943090709008,0.00035472174050134005,0.000626713670191931,0.0022591827990495854,0.006171133830708299,0.19946649246012305,0.00031419370041630665,0.022203010178017055,0.00031546985291218107,0.32617092723073043,0.0003142307239090302,0.2913576338639653,0.015243059669075545,0.0006288072312831597,0.0037678696760370875,0.00062698381598025,0.5948955916473317,7.885813421654444e-05,0.0025359915727049278,0.14733233139207214,0.00035420520288086897,0.3072399423608677,0.004824181208306637,0.0004337197381909944,0.009948096885813149,0.01689641591177629,0.45506632405028125,0.012644266750699176,0.000992025640047312,0.038526028465587836,0.0005082691480627126,0.0026288307105045193,0.4473428386260531,0.0008628127696289905,0.0009018193224592221,0.26789951151430563
0.4566552610885597,0.37546690572239655,0.0191164295928351,0.6722932651321398,0.0025763799431251975,0.0014710731224795192,0.5167428861788618,0.3763949512976541,1.0,0.00367014275589754,0.011375947995666305,0.4939372091498984,0.0007688956096060692,0.008984586786461158,0.008956145768993206,0.0006443298969072165,0.000872779546154636,0.0020719291962961067,0.0060078363082281235,0.46939944211479134,0.0005913964670489316,0.015729180074655683,0.00033506881798030827,0.7975510024621878,0.0006171728341090853,0.6036595067621321,0.010530391018195896,0.0008231934761917011,0.003483545804921435,0.0008473270682483439,0.39911900635470826,0.00010308215647871353,0.002253405715456315,0.39320193404333925,0.0006694819239880523,0.7172694529102108,0.004609102978382305,0.0004381443298969072,0.007155542971866876,0.012141678696638483,0.4069244261419965,0.008812161813965472,0.001286968809932371,0.03451213216313887,0.0007434944237918215,0.0026227597260673175,0.7022216579916212,0.000899072670759588,0.001361837710057043,0.5469073690440959
0.004805491990846682,0.006349939386942216,0.05800569063631661,0.0029847064627528366,0.21637839745852452,0.5207956600361664,0.005510653930933138,0.004214720870531438,0.00367014275589754,1.0,0.06283118849356548,0.004269854824935952,0.2527693856998993,0.015091342335186657,0.14087947882736157,0.050359712230215826,0.20630081300813008,0.28344246959775493,0.11209517514871117,0.0035825058305883483,0.16091954022988506,0.10494652406417113,0.08387096774193549,0.003194596568090544,0.17872340425531916,0.003769883838538634,0.03289977046671767,0.1723404255319149,0.282004555808656,0.21362229102167182,0.005044510385756677,0.03929679420889348,0.3712820512820513,0.004269293924466338,0.09400826446280992,0.0035663170737429907,0.3976927747419551,0.09385113268608414,0.1189873417721519,0.056439942112879886,0.006309510152575427,0.07404458598726114,0.45878693623639194,0.02064631956912029,0.28362877997914493,0.30011198208286677,0.004396963347188348,0.209375,0.21036269430051813,0.004130029309885425
0.014535954717486687,0.025042239922761285,0.014987244897959183,0.011011388490836414,0.02494021182097711,0.05641025641025641,0.02016550936935223,0.016051427669979492,0.011375947995666305,0.06283118849356548,1.0,0.014648930796430376,0.058355437665782495,0.1603905160390516,0.3565340909090909,0.03597122302158273,0.06926406926406926,0.06314580941446613,0.016328613343538717,0.01074531881042712,0.04231974921630094,0.4216725559481743,0.07047619047619047,0.010167130919220056,0.06260032102728733,0.013681435923183131,0.3993808049535604,0.08250825082508251,0.03723171265878231,0.07511045655375552,0.02127222279313534,0.03136531365313653,0.07091346153846154,0.009242682876056455,0.04251700680272109,0.010456205686457064,0.049773755656108594,0.08190476190476191,0.3114754098360656,0.45272206303724927,0.024752771950854062,0.3744292237442922,0.041514930808448654,0.20105124835742444,0.059379217273954114,0.028445648493057907,0.015196389535293703,0.07518796992481203,0.08083832335329341,0.01486315645607681
